label,text
ham,আজ তোমার পদোন্নতি হয়েছে। অভিনন্দন! বাই।
ham,"শোন, বিদ্যুৎ চলে গেছে। জেনারেটর চালু করা দরকার।"
ham,"দোস্ত, কাল ক্রিকেট খেলা আছে। আসবি তো? রাখি।"
ham,সিট কিছু শেষের দিকে! টিকেট কাটুন এখনই। cutt.ly/BePQRgZP - সালাম
ham,"বস, ক্লায়েন্ট মিটিং ভালো হয়েছে। সবাই সন্তুষ্ট। - চম্পা"
ham,কি খবর? সব ঠিক আছে? - মিতা
ham,"বাবা, আমার একটু টাকা দরকার। পাঠাতে পারবে? ধন্যবাদ।"
ham,স্বাধীনতা দিবসের শুভেচ্ছা! জয় বাংলা। - লিজা
spam,আপনার মোবাইল নম্বর নগদ লটারিতে বিজয়ী হয়েছে! 200000 টাকা জিতেছেন। কল করুন: 01788915645
ham,"আজ ২৩ মে 47139, বিশ্ব মেটেলিজি দিবস। এবারের প্রতিপাদ্য- 'টেকসই ভবিষ্যৎ বিনির্মাণে আজকের পরিমাপ', থিএসচিআই, শিল্প মন্ত্রণালয়।"
ham,"শুভ বিকাল, সিনেমা দেখেছিস? কেমন লাগলো?"
spam,ফেসবুক একাউন্ট সীমিত করা হয়েছে। আনলক: bit.ly/41809
spam,রোহিঙ্গা শিবিরে সাহায্য পাঠান। দান: 01516420912
spam,বিদেশে পড়াশোনার স্কলারশিপ। ১০০% ফ্রি। আবেদন: bit.ly/69602
spam,এতিম শিশুদের পাশে দাঁড়ান। 5000000 টাকা দান করুন: bit.ly/89001
spam,প্রধানমন্ত্রীর বিশেষ প্যাকেজ। 25000 টাকা সহায়তা। রেজিস্ট্রেশন: 01650115095
ham,বিদ্যুৎ চলে গেছে। জেনারেটর চালু করা দরকার। - বকুল
ham,"শুভ সন্ধ্যা, আপনার অর্ডার ডেলিভারি হয়েছে। ধন্যবাদ।"
spam,500000 টাকা বোনাস জিতেছে আপনি ইনস্টল করুন:bit.ly/22488
ham,"এই যে, অনলাইনে অর্ডার দিয়েছি। কাল ডেলিভারি পাবো।"
ham,জুলাই 'পুনর্জাগরণ' অনুষ্ঠানমালার অংশ হিসেবে প্রস্তুতকৃত ভিডিও দেখতে https://www.youtube.com/@ministryofculturalaffairs8279/videos ভিজিট করুন। -সংস্কৃতি বিষয়ক মন্ত্রণালয়।
ham,gpfi Unlimited নিয়ে এলো মাসিক 'ওয়াই-ফাই' প্ল্যান! শুরু মাত্র 48210 টাকা থেকে! অর্ডার করুন আজই। ক্লিক: gpworld.co/gpfi_request
spam,সিম ভেরিফিকেশন সম্পন্ন হয়নি। এখনই করুন: 01989570063
ham,পহেলা বৈশাখের শুভেচ্ছা! নববর্ষ মঙ্গলময় হোক। টাটা।
spam,ফ্রি উপহার জিতেছেন আপনি। দাবি করুন: bit.ly/93136
spam,অরিজিনাল বেড সস্তায় পাবেন। ঢাকার বাহিরে কুরিয়ার ফ্রি। 01964630173
ham,"চম্পা, আজ কি করছো? একটু আড্ডা দিবি?"
ham,ওষুধ খেয়েছো? সময়মতো খাবে কিন্তু। টাটা।
ham,টেস্ট রিপোর্ট এসেছে। সব নরমাল।
ham,"শুভ বিকাল, শবে বরাতের শুভেচ্ছা। আল্লাহ কবুল করুন।"
ham,"তানিয়া, আজ রাতে বৃষ্টি হতে পারে। ছাতা নিয়ে বের হও।"
ham,বৃষ্টি হচ্ছে। ছাতা নিয়ে বের হবে। ওকে।
ham,"ওহে, বাসে উঠেছি। আধা ঘন্টার মধ্যে পৌঁছাবো।"
spam,বাংলালিংক থেকে ফ্রি 25000 টাকা রিচার্জ পাবেন। নিতে SMS করুন 88083
spam,আপনার একাউন্ট ভেরিফিকেশন অসম্পূর্ণ রয়েছে। সম্পূর্ণ করুন: bit.ly/67519
ham,আজ মার্কেটে যেতে হবে। লিস্ট বানাও।
spam,আজই লোন অ্যাপ্রুভাল। 5000000 টাকা পান: 01844738157
ham,"রিনা, ক্লাস টিচার কি বলেছেন? জানাও তো।"
ham,"ছোট ভাই, তোর পরীক্ষা কেমন হলো? রেজাল্ট কবে দিবে? - বিপুল"
ham,অভিনন্দন! bKash দিয়ে রেমিট্যান্স গ্রহণের সময় আপনি 50 টাকা ডিসকাউন্ট কুপন পেয়েছেন। বিস্তারিত: https://www.bkash.com/page/rem-100tk-cp-mr-pmnt মেয়াদ: 29-11-61615
ham,"ওহে, গ্যাস শেষ হয়ে গেছে। নতুন সিলিন্ডার অর্ডার দিতে হবে।"
ham,বিরিয়ানি খাবে? আমি অর্ডার দিচ্ছি। ধন্যবাদ।
ham,"ওহে, সেভিংস একাউন্ট খুলবো। কি কি লাগবে?"
spam,ভেরিফিকেশন ব্যাজের আবেদন অনুমোদিত: bit.ly/46440
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,73619.50 টাকা সরকারি প্রণোদনা: 75206.50 টাকা TrxID A547676925 at 22/11/52618 09:33."
ham,আপনার JBPLC একাউন্ট *785 এ বরিশাল কর্পোরেট থেকে 9401.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 31969 টাকা।
spam,আপনার সিম আজ ডিঅ্যাক্টিভ হতে যাচ্ছে। রক্ষা করুন: bit.ly/59881
ham,ফোনের ব্যাটারি শেষ। চার্জার কোথায়? পরে কথা হবে।
ham,শীতকাল শুরু হয়েছে। গরম কাপড় বের করো। - নিপা
ham,"আপু, তুমি কখন বাসায় আসবে? আমার একটা কাজ ছিল। - সাজু"
spam,পরিচয় নিশ্চিত করুন। ভেরিফাই: bit.ly/42834
spam,৩০-৭০% ছাড় 90% ক্যাশব্যাক রিয়েলেস সেল আজই শেষ* রকমারি - bit.ly/49536
spam,বাসা খালি আছে। 1000 বর্গফুট। ভাড়া 1500 টাকা। দেখুন: bit.ly/87406
ham,Thanks for Choosing 'BAY' VN: 24670-42251-86-32753 Paid: 48702 https://sales.bayerp.com/online-invoice/57858/78421-94113-86-87664 C.Care: +97453
ham,"আম্মু, তোমার ওষুধ কিনে এনেছি। সন্ধ্যায় বাসায় আসবো।"
ham,"নগদ থেকে জিপি নম্বরে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক,সাথে ১২জিবি ৮দিন। ৪ নভেম্বর বিকাল ৪টা-রাত ১২টা,নিয়েতে ১ম জন। ডায়াল *66160#"
ham,"সীমিত সময়ের জন্য সেরা অফার, মাত্র 55902-২জিবি-১দিন নিতে ডায়াল *19944*১৪#"
ham,নতুন কালেকশন এসেছে। দেখে নিন। টাটা।
ham,74732 টাকা বোনাস জিতেছে আপনি ইনস্টল করুন:https://cutt.ly/3rWpZ6xJ
ham,"আপনি 27687 থেকে 72.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 11,30790.48 টাকা। TrxID B559621441 at 19/11/19623 12:00"
spam,একাউন্ট পুনরুদ্ধারের সুযোগ: bit.ly/79631
spam,ডেলিভারি কনফার্মেশন প্রয়োজন। কনফার্ম করুন: bit.ly/70450
spam,200000 টাকা বোনাস জিতেছে আপনি ইনস্টল করুন:bit.ly/83456
ham,"শোন, ওষুধ খেয়েছো? ঠিক সময়ে খাবে কিন্তু।"
ham,চাল কিনতে হবে। বস্তা শেষ। - জসিম
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 40660 A/C: 67209 Amount: Tk 1,74404.00 Fee: Tk 0.00 TrxID: BKN7HQ5RTN at 23/11/33712"
spam,ফ্ল্যাট বুকিং চলছে। কাকরাইল এ 650 বর্গফুট। মূল্য 1500 টাকা। যোগাযোগ: 01683066374
ham,"এই যে, ঈদ মুবারক! তুমি কেমন আছো?"
ham,পানির বোতল নিয়ে আসবে। খুব তেষ্টা লেগেছে। আল্লাহ হাফেজ।
spam,কোডে! মিস করবেন? ভিজিট- bit.ly/66752 রকমারি
ham,সেলে অনেক ছাড় আছে। চলো যাই। ঠিক আছে।
ham,প্রজেক্ট ওয়ার্ক কতদূর এগিয়েছে? - রিনা
ham,"এই যে, শীতকাল শুরু হয়েছে। গরম কাপড় বের করো।"
ham,গ্যাস সিলিন্ডার শেষ। নতুন অর্ডার দিয়েছি। রাখি।
spam,সীমিত সময়ের লোন অফার। 10000 টাকা পর্যন্ত: bit.ly/74649
ham,"দোস্ত, আজ চা খেতে যাবো। তুই আসবি? পরে কথা হবে।"
ham,"শুভ সকাল, বৃষ্টি থেমেছে। এখন বের হওয়া যায়।"
ham,"রাহিম, ঈদ মুবারক! তুমি কেমন আছো?"
ham,"রফিক, আমার একাউন্ট নাম্বার দরকার। পাঠাতে পারবে?"
ham,"শুভ বিকাল, সেভিংস একাউন্ট খুলবো। কি কি লাগবে?"
ham,"আপনি 38363 থেকে 72.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 11,1371.48 টাকা। TrxID A280345075 at 19/11/37228 12:00"
ham,শবে কদরের শুভেচ্ছা। নেক হায়াত কামনা করি। ধন্যবাদ।
spam,ভেরিফিকেশন ব্যাজের আবেদন অনুমোদিত: bit.ly/83224
ham,আপনার বিকাশ ভেরিফিকেশন কোড 97404। কোডটি ২ মিনিটে মেয়াদ শেষ হবে। দয়া করে আপনার OTP বা PIN অন্যদের সাথে শেয়ার করবেন না।
ham,আপনার JBPLC একাউন্ট *21704 এ বরিশাল কর্পোরেট থেকে 88165.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 58470 টাকা।
spam,ড্রাইভিং লাইসেন্স করান দ্রুত। খরচ 100000 টাকা। যোগাযোগ: 01677668234
spam,সিম পুনরায় চালু করতে তথ্য দিন: bit.ly/17069
ham,"ওহে, বস, আজকের প্রেজেন্টেশন রেডি। কয়টায় শুরু হবে?"
ham,পার্কিং জায়গা পাচ্ছি না। কোথায় গাড়ি রাখবো? - পপি
ham,"""জন্ম - মৃত্যু নিবন্ধন, আনবে দেশে সুশাসন"" - করিম"
ham,বাস স্ট্যান্ডে পৌঁছেছি। তুমি কোথায়? - করিম
ham,ফোনটা হ্যাং করছে। রিস্টার্ট দিতে হবে। - রাহিম
spam,সরকারি স্কলারশিপ পাবেন। 200000 টাকা। রেজিস্টার করুন: 01865289716
ham,"""জন্ম - মৃত্যু নিবন্ধন, আনবে দেশে সুশাসন"" - শফিক"
spam,একাউন্ট ভেরিফিকেশন বাকি। সম্পূর্ণ করুন: bit.ly/16265
ham,Thanks for Choosing 'BAY' VN: 83180-83998-86-13051 Paid: 86258 https://sales.bayerp.com/online-invoice/67214/27748-61541-86-78197 C.Care: +67706
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,87843.50 টাকা সরকারি প্রণোদনা: 31660.50 টাকা TrxID B346827828 at 22/11/40968 09:33."
ham,"মিমি, ওয়াইফাই কানেকশন নেই। রাউটার চেক করো।"
ham,শুধুমাত্র বিকাশ লাইভচ্যাট স্ক্রিনে সার্ভিস রিকোয়েস্ট নাম্বার 32471 লিখুন। কল বা SMS এর মাধ্যমে নাম্বারটি কারো সাথে শেয়ার করবেন না।
ham,"আপনার আমেক্স ক্রেডিট কার্ড দিয়ে ২১ ডিসেম্বর 82512-এর মধ্যে নূনতম ১০টি কেনাকাটা করে জিতুন ১,99904 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস! শর্ত প্রযোজ্য। বিস্তারিত http://cbl.fyi/p4a"
spam,তথ্য আপডেট না করলে সেবা বন্ধ হবে। আপডেট: bit.ly/55608
ham,আপনার JBPLC একাউন্ট *67770 এ মেডিকেল কলেজ থেকে 66997.00 টাকা জমা হয়েছে at 03 Jul 25 14:18:52 ব্যালেন্স 16054 টাকা। Enjoy Amar Sanchoy Amar Munafa
spam,সিম পুনরায় চালু করতে তথ্য দিন: bit.ly/41695
spam,গাড়ি লোন পাবেন দ্রুত। 500000 টাকা পর্যন্ত। আবেদন: bit.ly/78478
ham,"শিমুল, আপনার অর্ডার ডেলিভারি হয়েছে। ধন্যবাদ।"
ham,"হাই, ল্যাপটপ চার্জ শেষ। পাওয়ার ব্যাংক আছে?"
spam,আপনি লাকি ড্রতে নির্বাচিত হয়েছেন। 5000 টাকা জিতেছেন! দাবি: bit.ly/27966
ham,"ICC Communication এ 94191.00 টাকা পেমেন্ট সফল হয়েছে। ব্যালেন্স 3,97826.48 টাকা। TrxID C826972071 at 03/12/1226 00:20"
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 45992 A/C: 64245 Amount: Tk 1,30867.00 Fee: Tk 0.00 TrxID: BKN7HQ5RTN at 23/11/53820"
ham,আপনার JBPLC একাউন্ট *666 এ বরিশাল কর্পোরেট থেকে 43769.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 26978 টাকা।
ham,শুধুমাত্র বিকাশ লাইভচ্যাট স্ক্রিনে সার্ভিস রিকোয়েস্ট নাম্বার 76671 লিখুন। কল বা SMS এর মাধ্যমে নাম্বারটি কারো সাথে শেয়ার করবেন না।
ham,আপনার JBPLC ATM Card No.63931***50682 থেকে 10902.00 টাকা ডেবিট হয়েছে। ব্যালেন্স 67532.31 টাকা। at 02 Dec 25 17:44:55 from বরিশাল ATM. Visit www.jb.com.bd for services
spam,ঘরে বসে মাসে 1000000 টাকা আয়। কোন বিনিয়োগ লাগবে না। হোয়াটসঅ্যাপ: 01960006231
ham,"মিতা, ""সত্য নিয়ত্ম যাচাই আগে ইষ্টীরনেটে শেয়ার পরে"" -ডাক টেলিযোগাযোগ ও তথ্য প্রযুক্তি প্রতিমন্ত্রী"
ham,আজ অনেক জ্যাম আছে। আমি একটু দেরি করে পৌঁছাবো। ওকে।
spam,পরিচয় নিশ্চিত করুন। ভেরিফাই: bit.ly/19949
ham,আপনার JBPLC একাউন্ট *45876 থেকে আলীনগর এ 40.00 টাকা ডেবিট হয়েছে at 11 Sep 25 12:11:44 ব্যালেন্স 0 টাকা। যেকোনো শাখা থেকে A-Challan সুবিধা নিন
ham,শুধুমাত্র বিকাশ লাইভচ্যাট স্ক্রিনে সার্ভিস রিকোয়েস্ট নাম্বার 50799 লিখুন। কল বা SMS এর মাধ্যমে নাম্বারটি কারো সাথে শেয়ার করবেন না।
ham,শবে কদরের শুভেচ্ছা। নেক হায়াত কামনা করি। - তিশা
ham,"তিশা, আজ মার্কেটে যেতে হবে। লিস্ট বানাও।"
ham,"স্যার, আমার স্যালারি এখনো একাউন্টে আসেনি। একটু চেক করে দেখবেন? - রিনা"
ham,আপনার সার্ভিস রিকোয়েস্ট নম্বর 48779। দয়া করে এটি শুধুমাত্র বিকাশ গ্রাহক সেবা এর বিকাশ কাস্টমার সার্ভিস এক্সিকিউটিভ অথবা livechat.bkash.com ছাড়া অন্য কারো সাথে শেয়ার করবেন না।
spam,নিরাপত্তা আপডেট সম্পন্ন হয়নি। আপডেট করুন: bit.ly/29763
spam,পার্ট টাইম জব। দিনে 12 ঘন্টা কাজ করে 5000 টাকা আয়। কল: 01971322596
ham,"আজই শেষ সুযোগ! জিতুন ১,6505 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম ১০টি কেনাকাটা করে ১৫-২১ নভেম্বর 71822-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত https://cbl.fyi/mr1"
ham,"হাই, মোবাইল আপডেট করতে হবে। অনেক নোটিফিকেশন আসছে।"
spam,দুবাই ভিসা গ্যারান্টি। খরচ 100000 টাকা। প্রসেসিং: 01695776122
ham,তোমার ফোন নাম্বার সেভ হয়নি। আবার দাও তো। - শফিক
spam,ফ্রি রেজিস্ট্রেশন আজই। আয় শুরু করুন: bit.ly/47648
ham,আজ ঝড় হতে পারে। বাসায় থাকো। ধন্যবাদ।
spam,একাউন্ট রিকভারি দরকার। রিকভার করুন: bit.ly/53687
ham,ওয়াইফাই কানেকশন নেই। রাউটার চেক করো। ভালো থেকো।
ham,টিউশনি কখন শুরু হবে? স্যার বলেছেন? - বেলি
ham,হাসপাতালে ভর্তি করতে হবে। প্রস্তুতি নাও। বাই।
ham,কুয়াশা অনেক পড়েছে। গাড়ি সাবধানে চালাবে।
ham,"শোন, বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুন: http://joinnavy.navy.mil.bd"
ham,আজ কুয়াশা অনেক। গাড়ি চালাতে সাবধান থাকবে। - শিমুল
spam,বিদেশে চাকরির সুযোগ। স্যালারি 10000 টাকা। ভিসা গ্যারান্টি। যোগাযোগ: 01914001060
spam,গ্রামীণফোন থেকে ফ্রি 100000 টাকা রিচার্জ পাবেন। নিতে SMS করুন 22764
spam,আজই শেষ হচ্ছে যে বিশেষ অফার!* বিস্তারিত জানতে- bit.ly/53923 রকমারি।
ham,"প্রিয় মহোদয়, আপনার SMS Alert মোবাইল নম্বর 90257 থেকে 25521 এ পরিবর্তন করা হয়েছে জনতা ব্যাংক পিএলসি তে। এখন থেকে নতুন নম্বরে SMS পাবেন। ধন্যবাদ।"
ham,শুধুমাত্র বিকাশ লাইভচ্যাট স্ক্রিনে সার্ভিস রিকোয়েস্ট নাম্বার 73460 লিখুন। কল বা SMS এর মাধ্যমে নাম্বারটি কারো সাথে শেয়ার করবেন না।
spam,ইনস্টাগ্রাম একাউন্ট যাচাই প্রয়োজন: bit.ly/23122
ham,"কি রে, তোর নতুন ফোন কেমন? একটু দেখাবি?"
ham,আজ হাসপাতালে যাবো। তুমি কি সাথে আসতে পারবে? - রাহিম
spam,তথ্য আপডেট না করলে সেবা বন্ধ হবে। আপডেট: bit.ly/45791
ham,"প্রিয় মহোদয়, আপনার SMS Alert মোবাইল নম্বর 7590 থেকে 7491 এ পরিবর্তন করা হয়েছে জনতা ব্যাংক পিএলসি তে। এখন থেকে নতুন নম্বরে SMS পাবেন। ধন্যবাদ।"
ham,foodpanda-তে ৫ ও ৬ ডিসেম্বর 'AMEX200' ব্যবহার করে উপভোগ করুন 77518 টাকা পর্যন্ত সাশ্রয়। শর্ত প্রযোজ্য। বিস্তারিত www.cbl.fyi/f15
ham,বিল সফলভাবে পরিশোধিত হয়েছে। Biller: ICCComm MMYYYY/Contact: 70977 A/C: 31036 Amount: Tk 39882.00 Fee: Tk 0.00 TrxID: CL85VHUJ0X at 08/12/81677 13:25
spam,পুরস্কার কনফার্মেশন প্রয়োজন। কনফার্ম: bit.ly/78863
spam,পার্ট-টাইম ইনকাম সুযোগ। 25000 টাকা আয়: bit.ly/95090
spam,জন্ম সনদ পেতে আবেদন করুন। ফি 25000 টাকা। bit.ly/36018
ham,"আজ থেকোনো নং-এ ২টাকার কথা বলুনেই ১প/সে(+ট্যাক্স) কলরেট, মেয়াদ ৭দিন (সর্বোচ্চ ১বার)"
ham,আপনার বিকাশ ভেরিফিকেশন কোড 6848। কোডটি ২ মিনিটে মেয়াদ শেষ হবে। দয়া করে আপনার OTP বা PIN অন্যদের সাথে শেয়ার করবেন না।
ham,"শুভ বিকাল, আজ ট্রেন ধরতে হবে। স্টেশনে পৌঁছাতে কতক্ষণ লাগবে?"
ham,এটিএম থেকে টাকা তুললাম। পাবে কখন? - শিউলি
spam,নিরাপত্তা আপডেট সম্পন্ন হয়নি। আপডেট করুন: bit.ly/34169
spam,একাউন্ট রিভিউ চলছে। তথ্য দিন: bit.ly/74295
ham,ইভিএস এর প্রকৃত উদ্দেশ্য জাল ভোট বন্ধ করে জনগণের ভোটাধিকার সুনিশ্চিত করা-ইসি - বেলি
ham,আপনার JBPLC একাউন্ট *45511 এ মেডিকেল কলেজ থেকে 97006.00 টাকা জমা হয়েছে at 03 Jul 25 14:18:52 ব্যালেন্স 31572 টাকা। Enjoy Amar Sanchoy Amar Munafa
ham,টেস্ট রিপোর্ট এসেছে। সব নরমাল। আল্লাহ হাফেজ।
spam,ফ্রি হেলথ ইন্সুরেন্স পেতে রেজিস্টার করুন। কভারেজ 200000 টাকা। bit.ly/50089
spam,একাউন্ট স্থগিত হওয়ার ঝুঁকি। রক্ষা করুন: bit.ly/14239
ham,বিল সফলভাবে পরিশোধিত হয়েছে। Biller: ICCComm MMYYYY/Contact: 96866 A/C: 77217 Amount: Tk 80721.00 Fee: Tk 0.00 TrxID: CL85VHUJ0X at 08/12/94868 13:25
ham,বড়দিনের শুভেচ্ছা! মেরি ক্রিসমাস। - রাহিম
ham,"""অর্থনৈতিক শুমারি 87933 এর আওতায় দেশের সকল খানা ও প্রতিষ্ঠান তালিকাভুক্ত করা হচ্ছ। জাতীয় স্বার্থপূর্ণ এ কার্যক্রমে আপনার তথ্য দিয়ে সহযোগিতা করুন"" - বাংলাদেশ পরিসংখ্যান ব্যুরো।"
ham,কোডে! মিস করবেন? ভিজিট- t.ly/lWxzl রকমারি - সালাম
spam,পুরস্কার ডেলিভারি স্থগিত। তথ্য দিন: 01830519826
spam,সিম মালিকানা নিশ্চিত করুন। কল: 01644322715
ham,"তানিয়া, গরমে ঘুম আসছে না। ফ্যান চালু করো।"
ham,"আদাব, আজ উবার নেবো নাকি সিএনজিতে যাবো?"
spam,ড্রাইভিং লাইসেন্স করান দ্রুত। খরচ 10000 টাকা। যোগাযোগ: 01850823911
ham,"চম্পা, পাসওয়ার্ড ভুলে গেছি। রিসেট করতে হবে।"
ham,"আদাব, টিউশনি কখন শুরু হবে? স্যার বলেছেন?"
spam,আপনার জন্য পুরস্কার অপেক্ষা করছে। গ্রহণ করুন: bit.ly/37939
ham,আজ জ্যাম অনেক। দেরি হবে বাসায় পৌঁছাতে।
ham,"সালাম, মোবাইল স্ক্রিন ভেঙে গেছে। রিপেয়ার করাতে হবে।"
ham,"শুভ বিকাল, বাইরে থেকে খাবার অর্ডার দেবো? তুমি কি খাবে?"
ham,সেলে অনেক ছাড় আছে। চলো যাই। - লিজা
ham,"রানা, সেল শুরু হয়েছে। ছাড় পাবেন।"
spam,সিম ভেরিফিকেশন সম্পন্ন হয়নি। এখনই করুন: 01931152827
ham,"শুধু আজকের স্পেশাল! ১৫জিবি ১৩০টাকা ৭দিন। ডায়াল *3073*98434#, mygp.li/ck"
ham,"আপা, আমার রিপোর্ট চেক করে দিয়েছেন? বাই।"
ham,বিল সফলভাবে পরিশোধিত হয়েছে। Biller: ICCComm MMYYYY/Contact: 13804 A/C: 29025 Amount: Tk 2118.00 Fee: Tk 0.00 TrxID: CL85VHUJ0X at 08/12/98359 13:25
spam,একাউন্ট আনলক করতে এখনই ভিজিট করুন: bit.ly/95521
ham,shukhee নিশ্চিতকরণ কোড: 63925 (দয়া করে এই কোডটি অন্য কারো সাথে শেয়ার করবেন না)
ham,পহেলা বৈশাখের শুভেচ্ছা! নববর্ষ মঙ্গলময় হোক। রাখি।
spam,সিম ভেরিফিকেশন সম্পন্ন হয়নি। এখনই করুন: 01518983578
ham,ক্রেডিট কার্ডের বিল পরিশোধ করেছি।
ham,মহররমের শোক জানাই। ভালো থেকো।
ham,"ধামাকা বোনাস অফার ৩০জিবি ৩০দিন ৪০০টাকায়।নিতে ১৭ মার্চ এর মধ্যে ডায়াল *71959*38761#, mygp.li/mo"
spam,পার্সেল ছাড়পত্র প্রয়োজন। পেমেন্ট: bit.ly/80282
spam,ওয়াচ এর দাম কমেছে 70%। ক্যাশ অন ডেলিভারি। কল করুন: 01771422226
spam,তথ্য আপডেট না করলে সেবা বন্ধ হবে। আপডেট: bit.ly/95995
ham,আজ মেঘলা আকাশ। বৃষ্টি হতে পারে। ঠিক আছে।
spam,গাড়ি বিক্রয়। মডেল 2024। মূল্য 200000 টাকা। দেখুন: 01615794869
ham,"ধামাকা বোনাস অফার ৩০জিবি ৩০দিন ৪০০টাকায়। ডায়াল *13873*55624#, mygp.li/mo"
spam,শেয়ার বাজারে বিনিয়োগ করুন। 60% রিটার্ন গ্যারান্টি। কল: 01658636072
ham,"আজই শেষ সুযোগ! জিতুন ১,97285 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম ১০টি কেনাকাটা করে ১৫-২১ নভেম্বর 65933-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত https://cbl.fyi/mr1"
ham,Thanks for Choosing 'BAY' VN: 56049-75071-86-72187 Paid: 89425 https://sales.bayerp.com/online-invoice/10951/35421-37170-86-96941 C.Care: +3364
spam,অফিস স্পেস ভাড়া নিন। কাকরাইল এ। 15000 টাকা। যোগাযোগ: 01600276924
ham,বিকেলে পার্কে হাঁটতে যাবো। আসবি? - রুবেল
spam,গোল্ড ক্রেডিট কার্ড পাবেন ফ্রি। 1000000 টাকা লিমিট। রেজিস্টার: bit.ly/10696
ham,"মা, আজ অফিস থেকে একটু দেরি হবে। তুমি ঘুমিয়ে পড়ো।"
ham,"শুভ বিকাল, ল্যাপটপ চার্জার নিয়ে আসবে? আমার দরকার।"
ham,তোমার শরীর কেমন? ডাক্তার কি বলেছে?
spam,বিদ্যুৎ বিল বকেয়া। লাইন কাটা যাবে। পরিশোধ করুন: bit.ly/65697
ham,"নগদ থেকে জিপি নম্বরে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক,সাথে ১২জিবি ৮দিন। ৪ নভেম্বর বিকাল ৪টা-রাত ১২টা,নিয়েতে ১ম জন। ডায়াল *74965#"
ham,"বন্ধু, আমার জন্মদিনে আসবি কিন্তু। ভুলে যাবি না। - শিউলি"
spam,পার্সেল ছাড়পত্র প্রয়োজন। পেমেন্ট: bit.ly/29396
ham,TRUST MONEY Txn 50.00 টাকা DEBIT AC No 31050***69048 13/12/1019 04:04 ব্যালেন্স 70275.14 টাকা Email notification পেতে - t.tblbd.com/email
ham,"দোস্ত, আজ চা খেতে যাবো। তুই আসবি? - তানিয়া"
ham,shukhee নিশ্চিতকরণ কোড: 15000 (দয়া করে এই কোডটি অন্য কারো সাথে শেয়ার করবেন না)
spam,5000 ডলার এনডোর্স করে উপভোগ করুন 5000 পর্যন্ত বোনাস এক্স আর পয়েন্টস ! বিস্তা: bit.ly/21441
spam,আপনি লাকি ড্রতে নির্বাচিত হয়েছেন। 50000 টাকা জিতেছেন! দাবি: bit.ly/22387
ham,"রাজু, তোমার জুতা কোথা থেকে কিনেছিলে? দামটা কত ছিল?"
ham,ফাইবার কাটি এর জন্যে ইন্টারনেটের কানেকশন বিচ্ছিন্ন হওয়ার চিন্তা নেই আর! অর্ডার করুন gpfi Unlimited আজই: gpworld.co/gpfi_request - বকুল
spam,আপনার একাউন্ট ভেরিফিকেশন অসম্পূর্ণ রয়েছে। সম্পূর্ণ করুন: bit.ly/66059
spam,ফ্রি ক্রেডিট কার্ড পান। 50000 টাকা লিমিট। আবেদন করুন: 01922882621
ham,আজ কি রান্না হয়েছে? খেতে চাই। - সালাম
ham,"রানা, টাকাটা পেয়েছি। ধন্যবাদ ভাই।"
ham,তুই কি আজকে ক্লাসে এসেছিলি? নোটস দিতে পারবি? - মাসুম
spam,আপনার একাউন্ট ভেরিফিকেশন অসম্পূর্ণ রয়েছে। সম্পূর্ণ করুন: bit.ly/95305
ham,দুর্গা পূজার শুভেচ্ছা! সবার মঙ্গল হোক। টাটা।
spam,আজই কাজ শুরু করুন। 200000 টাকা আয়: bit.ly/29288
spam,শীতের নতুন কালেকশন এখন ঈজি ফ্যাশনের সকল শোরুমে। bit.ly/66272
ham,"করিম, আপা, আজকের মিটিং কি ক্যান্সেল হয়েছে? একটু জানাবেন প্লিজ।"
ham,বিকেলে পার্কে হাঁটতে যাবো। আসবি? - লিজা
ham,বৃষ্টি হচ্ছে। ছাতা নিয়ে বের হবে। আল্লাহ হাফেজ।
ham,দোকান থেকে দুধ কিনে আনবে। শেষ হয়ে গেছে।
ham,আজ ঠাণ্ডা লাগছে। জ্যাকেট পরে বের হও। ধন্যবাদ।
